,评论,评分
519,性价比 挺 高 一款 电脑   看 干什么   只用 办公 软件 够用 水果 东西 都 挺   喜欢 配置 懂 哈哈哈   行,1
520,质量 非常 卖家 描述 完全一致 非常 满意 真的 喜欢 超出 期望值 发货 速度 非常 包装 非常 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 望楼 主 采纳,1
521,货真价实 物美价廉 专业 系统 习惯 手机 平板 工作 需要 买 笔记本 满意,1
522,第一次 慢慢 适应 中 系统 非常 棒 易 手 iPhone 键盘 手感,1
523,昨天 早上 京东 快递 速度 看着 薄 很快 喜欢,1
524,薄   轻   出门 携带 超级 方便   我家 所有 电器   从大到   全在 京东 买   这是 第三个 笔记本     信赖 京东 自营,1
525,物流 很快 笔记本 17 年 生产 很漂亮 颜值 高 轻薄 还 没有 反正 好看,1
526,赶上 京东 活动 便宜 二手 二手 问题 喜欢 京东 购物 放心 省心 舒心 早上 下单 下午 见到 air 目前 没有 发现 不足之处 还 学习,1
527,13 号 晚上 15 号 早上 快递 力 查 相关 鉴别 翻新 机 文章 电脑 全新 轻薄 还 没有 下载 软件 做 设计 后续 反馈,1
528,本身 果粉 年 电话 平板 想换 苹果 久 碍于 本有 电脑 还 挺 力 迟迟 没换 直到 昨天 原本 终于 瘫痪 果断 京东 下单 入手 没想到 优惠 挺 开心 收到 货 正常 办公 流畅 苹果 价格 不低 使用寿命 绝对 力 值得 选购,1
529,起来 非常 顺手   担心 系统 适应 问题 多虑   人性化 设计 根本 舒适 体验   觉得,1
530,第一 客服 非常热心   机器 非常 给力   第三 正品   第四 散热   入手 第一天 感受   后期 做 评价   觉得 超级 解决 散热 问题   配置 特别   处理器 都 低压 版   i5 足够 总   办公 族 来说   用惯 windows 系统   现在 改用 苹果 系统 小有 习惯   总 几天,1
531,挺 系统 挺 流畅 样子 好看 薄 轻便 物流 不错 喜欢,1
532,机身 轻 显示 效果 喇叭 很棒 金属 机身 不太 耐磨 需要 贴膜 保护 小贵,1
533,十天 评价 官网 查询 序列号 正品 喜欢 外观 简单 精致 轻巧 携带,1
534,梦寐以求 想要 京东 双 买 期 免息 喜欢 买 电脑 苹果,1
535,回来 兴奋 第一件 事情 查 是否 正品 查 电池 循环 次数 看 是否 用过 研究 证明 全新 机 激动 速度 超级,1
536,挺 喜欢   做 活动 买 觉得 划算   还 送 袋子   真的 说 超值   冲着 电脑 颜值 买   出差 轻 方便   官 网上 查过   翻新 机   放心   第一次 京东 购买   经常 会来 买,1
537,薄 分辨率 还 开机 速度 很快 轻 买 128g 知道 够不够,1
538,送给 30 岁 生日礼物 漂亮 流畅 软件 高端 适合 爱好音乐 兴趣,1
539,第一次 京东 购物 太快 超级 傍晚 拍 第二天 中午 收到 笔记本 超级 薄 颜值 高 特别 好看 暂时 没 意外 挺棒,1
540,全铝 外壳 非常 漂亮 运行 流畅 正在 中 指纹 解锁 非常 不错 秒 开机 自营 平台 服务 非常 到位,1
541,苹果 手 很快 操作 人性化 性能 很棒 待机时间 长 开机 迅速 装 方便 种类 齐全,1
542,苹果电脑 比较 好用 外观 还 漂亮 京东 送货 真是 昨天晚上 下单 中午 送到 真不错,1
543,体验 做工 不错 15 寸用 舒服 还 扩展 内存 性能 保障,1
544,不错 第一次 苹果电脑 电脑 轻巧 携带方便 机器运行 挺快 喜欢,1
545,长 好看 颜值 高 轻巧 携带 系统 流畅 熟悉 喜欢,1
546,细节 做 真 超薄 金属 感超 耗电量 高大 感觉,1
547,质感 手感 真的 MAC   OS   系统 着实 给力   建议 首次 开机 信号 WIFI apple   ID   进去 很慢,1
548,真的 不错 macos 非常 流畅 超级 喜欢 外观 漂亮 待机时间 长 出差 方便,1
549,电脑 很漂亮 超 满意 轻薄 手感 不错 电池 耐用 天 没 问题 真的 薄 键盘 挺舒服 手感 挺 总体 来说 满意 128G 固态 硬 nice 流畅 比较 轻巧 方便 办公 方便 打游戏 考虑 游戏,1
550,说 五年 果粉     MacBook pro 现在 新款 Air   打开 包装 瞬间 震惊   特别 小巧   相当 舒服   喜欢   用来 办公 舒服   强推,1
551,电脑 包装 用心 第一 感觉 开箱 检查 没有 剐 蹭 满意 第一次 苹果 系统 还 熟悉 中 流畅 新机 缘故 都 要钱 烦人 很额,1
552,2017 配置 价格 2018 低 款 性价比 相当 不错 这是 这款 电脑 想 加装 windows 系统 相当 费周折 打电话 苹果 售后 没有 有效 支持 最后 一步步 摸索 顺利 装完,1
553,运行 速度 很快 屏幕 效果 屏幕 薄 看起来 舒服 散热 性能 散热 感觉 不太好 几个 软件 烫 厉害 外形 外观 挺 好看 适合 女生 轻薄 程度 薄 轻 特色 觉得 还 第一次 苹果电脑 摸索 中 希望 问题,1
554,起来 感觉 反应速度快 手 很快 128G 内存 点 苹果 系统 装 2016 Office 好评,1
555,快递 小哥 力 收到 时 外面 箱子 有点 凹 里面 没 影响 电脑 薄 薄 全身 铝合金 高级 感 5868 值得 拥有,1
556,踩 最低价 买 划算 没拿到 货 还 担心 屏幕 拿到 货 发现 白 担心 没有 网上 说 差 相对 价钱 装 office 操作 简单 方便 携带 安利 同事,1
557,电脑 超级 薄 好看 逼格 高 最 苹果 操作系统 非标 好用 触控板 键盘 体验 超棒 赞,1
558,棒棒 玩游戏 买来 听歌 看 电影 聊聊天 效果 真心 不错 苹果 出品 牛 包装 精致 满满的 喜欢,1
559,非常 好用 屏幕 一点 不好 看不清 都 完美 急 贪图便宜 买 屏幕 更好 整体 非常 满意 超级 满意 屏幕 清楚 再大,1
560,买 12 月 日 6388 买 12 月 12 日 五千多 买到 申请 价保 差价 补 回来 挺 客服 非常 耐心 机子 一段时间 查 全新 非常 好用 满意 满意 贴膜 买 送,1
561,初次 体验 水果 电脑 感觉 还 不错 触摸板 非常 好用 慢慢 适应 挺 简单 大方 小白 建议 入手 款,1
562,苹果 产品 艺术品 形容 做工 精细 颜值 高 系统 流畅 京东 快递 到位 售后服务 没得说 信赖 京东,1
563,几天   运行 速度   颜色 方面 都 满意 嗷   大学 送 耳机 颜色 好看   喜欢,1
564,超薄 速度 很快 苹果 系统 好看 颜值 高 128g 普通 办公 看 电影 足够,1
565,超薄 不错 系统 流畅 满足 正常 办公 需求 特别 追求 性能 选,1
566,颜值 肯定 杠杠 滴 音质 方面 都 不错 初次 苹果 系统 学习 百度 颠覆 XP 方式,1
567,六千 拿到 手 惊艳 本子 薄 完 小时 没有 发热 现象 系统 超级 流畅 值得 入手,1
568,外形 外观 都 赞赞赞 散热 外观 不用说   绝对 颜值 高 推荐 购买,1
569,苹果电脑 都 认可 界面 简单 无 弹窗 侵扰 操作 方便 最 重要 活动 价 入手 性价比 相当,1
570,第一次 苹果电脑 做工 精致 触摸板 键盘 有点 软 还 顺手 双 12 买 活动 划算,1
571,机子 全新 未激活 很漂亮 好评 看到 差 评说 二手 怕怕 喜欢 咬牙 买下 信任 京东,1
572,外形 好看 还 装 Windows 系统 双系统 方便 非常 满意,1
573,京东 速度 挺快 电脑 超级 好用 反应速度 很快 习惯 非常 喜欢,1
574,钟爱 苹果 笔记本 一台 笔记本 更是 一种 生活 品质 京东 失望 物流 很赞 客服 耐心 满意,1
575,好看 颜值 在线 第一次 买 苹果 不错 薄 好看 爱   体验 还 开心,1
576,值得 购买 超薄 轻便 显示 效果 还 学习 苹果 系统 看着 舒服 赞,1
577,收到 笔记本 真的 太漂亮 系统 顺畅 需要 适合 苹果 系统 上手 很快,1
578,感受一下 苹果电脑 超薄 详见 图片 很漂亮 还 没 验证 是不是 正品 初步 系统 还 习惯 开机 挺快 双十 发货 平时 慢 两天 快递 员 特别 负责 物流 很赞,1
579,月初 买 便宜 京东 放心 买 没想到 物流 方面 弄 太 愉快 还好 客服 都 及时处理 迅速 电脑 本身 总体 好评,1
580,苹果电脑 没有 卡顿 现象 起来 超级 爽 薄 轻 续航 时间 强 赠送 电脑包 一级 棒,1
581,电脑 收到 真的 很快 想 买 终于 狠下心来 买 价格 实惠 质量 不错 服务 非常 满意 好评 满分,1
582,收到 整体 来说 满意 还 没有 开机 测试 相信 品牌 价值 售后服务 后续 跟进 反馈,1
583,买来 送人 没有 打开 送 套子 送 朋友 小孩 大学 晓得 配置 够不够 看着 好看 就行了 顺便 特地 表扬 京东 快递 小哥 每个 态度 都 超级 物流 现在 好多 东西 都 线下 卖,1
584,东西 非常 苹果 东西 质量 美观 都 双向 完美 京东 一如既往 速度 非常 这款 地方 便宜 京东 价格 确实 优惠 还 送 转接头 读取 USB 存储 功能 两天 物流 有点 慢 不太 准时,1
585,显示 效果 亮度 颜色 清晰 请   运行 速度 拿到 手 晚上 试机   音质 音质 声音 感觉 大着   电池 续航 刚用 几天 看看 效果 几天 追加 评 颜色   特色 没有 拿到 手 没有 失望 值 观察 几天 追加 评论,1
586,第一次 买 苹果电脑 感觉 还 不错 电脑 都 薄 屏幕 颜色 觉得 不错,1
587,今天上午 10 点半买 下午 真心 拆开 暂时 没什么 问题 激活 日期 现在 满意 几个 数码 电子 大件 都 京东 买 希望 京东 越来越,1
588,相当 相当 意外 电子产品 都 源于 京东 值得 信赖 666 完美 玩儿 还 熟悉,1
589,东西 配置 不高 合适 正品 编辑 视频 剪辑 照片 音乐 都 不错 win 电脑 好用,1
590,太棒了   物流 超级   上午 买 晚上 期待 期待   期待 久 终于 买 到手   本来 想 买   天天 看 电脑 实在 忍不住   买 电脑 一桩 心事   快递 小哥 非常,1
591,关注 好久 终于 下决心 买 孩子 学习 苹果 产品质量 信任 还 担心 普通 快递 送货 看到 京东 小哥 送 放心 包装 绝对 保障 看到 心心念念 东西 开心 特意 放 音乐 视频 看看 音效 不错 配置 够用 喜欢,1
592,不错 不错 段时间 电脑 毕竟 没用过 苹果 系统 生疏 段时间 追评,1
593,配上 256g tf 卡省 几千 完美 煲剧 下棋 lol 办公 i7 i5 帧 数 稳定,1
594,挺 昨天晚上 点多 下单 今天下午 点多 收到 晚上 就查 序列号 保修 一年 没有 问题 而设 屏幕 非常 清晰,1
595,宝贝 收到 迫不及待 拆开 效果 真的 水果 浪得虚名 速度 操作 简单 方便 颜值 爆表,1
596,种草 好久 正好 赶上 双十 优惠 想 都 没想 买 真的 超级 棒 速度 界面 干净 没话说 资深 果粉,1
597,挺   关注 很久   做 活动 赶紧 买   拿到 手 迫不及待 打开   画面 清晰   质量,1
598,电脑 不错 颜值 高     性能 非常 流畅 真的 物超所值 价格 亲民 挺不错 苹果电脑 好用,1
599,开箱 美美 哒 先 试用 一段时间 最近 太忙 都 没 时间 试机 颜值 真的 杠杠 没话说,1
600,质量 非常 卖家 描述 完全一致 非常 满意 真的 喜欢 超出 期望值 发货 速度 非常 包装 非常 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 望楼 主 采纳,1
601,货真价实 物美价廉 专业 系统 习惯 手机 平板 工作 需要 买 笔记本 满意,1
602,第一次 慢慢 适应 中 系统 非常 棒 易 手 iPhone 键盘 手感,1
603,昨天 早上 京东 快递 速度 看着 薄 很快 喜欢,1
604,薄   轻   出门 携带 超级 方便   我家 所有 电器   从大到   全在 京东 买   这是 第三个 笔记本     信赖 京东 自营,1
605,物流 很快 笔记本 17 年 生产 很漂亮 颜值 高 轻薄 还 没有 反正 好看,1
606,赶上 京东 活动 便宜 二手 二手 问题 喜欢 京东 购物 放心 省心 舒心 早上 下单 下午 见到 air 目前 没有 发现 不足之处 还 学习,1
607,13 号 晚上 15 号 早上 快递 力 查 相关 鉴别 翻新 机 文章 电脑 全新 轻薄 还 没有 下载 软件 做 设计 后续 反馈,1
608,本身 果粉 年 电话 平板 想换 苹果 久 碍于 本有 电脑 还 挺 力 迟迟 没换 直到 昨天 原本 终于 瘫痪 果断 京东 下单 入手 没想到 优惠 挺 开心 收到 货 正常 办公 流畅 苹果 价格 不低 使用寿命 绝对 力 值得 选购,1
609,起来 非常 顺手   担心 系统 适应 问题 多虑   人性化 设计 根本 舒适 体验   觉得,1
610,第一 客服 非常热心   机器 非常 给力   第三 正品   第四 散热   入手 第一天 感受   后期 做 评价   觉得 超级 解决 散热 问题   配置 特别   处理器 都 低压 版   i5 足够 总   办公 族 来说   用惯 windows 系统   现在 改用 苹果 系统 小有 习惯   总 几天,1
611,挺 系统 挺 流畅 样子 好看 薄 轻便 物流 不错 喜欢,1
612,机身 轻 显示 效果 喇叭 很棒 金属 机身 不太 耐磨 需要 贴膜 保护 小贵,1
613,十天 评价 官网 查询 序列号 正品 喜欢 外观 简单 精致 轻巧 携带,1
614,梦寐以求 想要 京东 双 买 期 免息 喜欢 买 电脑 苹果,1
615,回来 兴奋 第一件 事情 查 是否 正品 查 电池 循环 次数 看 是否 用过 研究 证明 全新 机 激动 速度 超级,1
616,挺 喜欢   做 活动 买 觉得 划算   还 送 袋子   真的 说 超值   冲着 电脑 颜值 买   出差 轻 方便   官 网上 查过   翻新 机   放心   第一次 京东 购买   经常 会来 买,1
617,薄 分辨率 还 开机 速度 很快 轻 买 128g 知道 够不够,1
618,送给 30 岁 生日礼物 漂亮 流畅 软件 高端 适合 爱好音乐 兴趣,1
619,第一次 京东 购物 太快 超级 傍晚 拍 第二天 中午 收到 笔记本 超级 薄 颜值 高 特别 好看 暂时 没 意外 挺棒,1
620,全铝 外壳 非常 漂亮 运行 流畅 正在 中 指纹 解锁 非常 不错 秒 开机 自营 平台 服务 非常 到位,1
621,苹果 手 很快 操作 人性化 性能 很棒 待机时间 长 开机 迅速 装 方便 种类 齐全,1
622,苹果电脑 比较 好用 外观 还 漂亮 京东 送货 真是 昨天晚上 下单 中午 送到 真不错,1
623,体验 做工 不错 15 寸用 舒服 还 扩展 内存 性能 保障,1
624,不错 第一次 苹果电脑 电脑 轻巧 携带方便 机器运行 挺快 喜欢,1
625,长 好看 颜值 高 轻巧 携带 系统 流畅 熟悉 喜欢,1
626,细节 做 真 超薄 金属 感超 耗电量 高大 感觉,1
627,质感 手感 真的 MAC   OS   系统 着实 给力   建议 首次 开机 信号 WIFI apple   ID   进去 很慢,1
628,真的 不错 macos 非常 流畅 超级 喜欢 外观 漂亮 待机时间 长 出差 方便,1
629,电脑 很漂亮 超 满意 轻薄 手感 不错 电池 耐用 天 没 问题 真的 薄 键盘 挺舒服 手感 挺 总体 来说 满意 128G 固态 硬 nice 流畅 比较 轻巧 方便 办公 方便 打游戏 考虑 游戏,1
630,说 五年 果粉     MacBook pro 现在 新款 Air   打开 包装 瞬间 震惊   特别 小巧   相当 舒服   喜欢   用来 办公 舒服   强推,1
631,电脑 包装 用心 第一 感觉 开箱 检查 没有 剐 蹭 满意 第一次 苹果 系统 还 熟悉 中 流畅 新机 缘故 都 要钱 烦人 很额,1
632,2017 配置 价格 2018 低 款 性价比 相当 不错 这是 这款 电脑 想 加装 windows 系统 相当 费周折 打电话 苹果 售后 没有 有效 支持 最后 一步步 摸索 顺利 装完,1
633,运行 速度 很快 屏幕 效果 屏幕 薄 看起来 舒服 散热 性能 散热 感觉 不太好 几个 软件 烫 厉害 外形 外观 挺 好看 适合 女生 轻薄 程度 薄 轻 特色 觉得 还 第一次 苹果电脑 摸索 中 希望 问题,1
634,起来 感觉 反应速度快 手 很快 128G 内存 点 苹果 系统 装 2016 Office 好评,1
635,快递 小哥 力 收到 时 外面 箱子 有点 凹 里面 没 影响 电脑 薄 薄 全身 铝合金 高级 感 5868 值得 拥有,1
636,踩 最低价 买 划算 没拿到 货 还 担心 屏幕 拿到 货 发现 白 担心 没有 网上 说 差 相对 价钱 装 office 操作 简单 方便 携带 安利 同事,1
637,电脑 超级 薄 好看 逼格 高 最 苹果 操作系统 非标 好用 触控板 键盘 体验 超棒 赞,1
638,棒棒 玩游戏 买来 听歌 看 电影 聊聊天 效果 真心 不错 苹果 出品 牛 包装 精致 满满的 喜欢,1
639,非常 好用 屏幕 一点 不好 看不清 都 完美 急 贪图便宜 买 屏幕 更好 整体 非常 满意 超级 满意 屏幕 清楚 再大,1
640,买 12 月 日 6388 买 12 月 12 日 五千多 买到 申请 价保 差价 补 回来 挺 客服 非常 耐心 机子 一段时间 查 全新 非常 好用 满意 满意 贴膜 买 送,1
641,初次 体验 水果 电脑 感觉 还 不错 触摸板 非常 好用 慢慢 适应 挺 简单 大方 小白 建议 入手 款,1
642,苹果 产品 艺术品 形容 做工 精细 颜值 高 系统 流畅 京东 快递 到位 售后服务 没得说 信赖 京东,1
643,几天   运行 速度   颜色 方面 都 满意 嗷   大学 送 耳机 颜色 好看   喜欢,1
644,超薄 速度 很快 苹果 系统 好看 颜值 高 128g 普通 办公 看 电影 足够,1
645,超薄 不错 系统 流畅 满足 正常 办公 需求 特别 追求 性能 选,1
646,颜值 肯定 杠杠 滴 音质 方面 都 不错 初次 苹果 系统 学习 百度 颠覆 XP 方式,1
647,六千 拿到 手 惊艳 本子 薄 完 小时 没有 发热 现象 系统 超级 流畅 值得 入手,1
648,外形 外观 都 赞赞赞 散热 外观 不用说   绝对 颜值 高 推荐 购买,1
649,苹果电脑 都 认可 界面 简单 无 弹窗 侵扰 操作 方便 最 重要 活动 价 入手 性价比 相当,1
650,第一次 苹果电脑 做工 精致 触摸板 键盘 有点 软 还 顺手 双 12 买 活动 划算,1
651,机子 全新 未激活 很漂亮 好评 看到 差 评说 二手 怕怕 喜欢 咬牙 买下 信任 京东,1
652,外形 好看 还 装 Windows 系统 双系统 方便 非常 满意,1
653,京东 速度 挺快 电脑 超级 好用 反应速度 很快 习惯 非常 喜欢,1
654,钟爱 苹果 笔记本 一台 笔记本 更是 一种 生活 品质 京东 失望 物流 很赞 客服 耐心 满意,1
655,好看 颜值 在线 第一次 买 苹果 不错 薄 好看 爱   体验 还 开心,1
656,值得 购买 超薄 轻便 显示 效果 还 学习 苹果 系统 看着 舒服 赞,1
657,收到 笔记本 真的 太漂亮 系统 顺畅 需要 适合 苹果 系统 上手 很快,1
658,感受一下 苹果电脑 超薄 详见 图片 很漂亮 还 没 验证 是不是 正品 初步 系统 还 习惯 开机 挺快 双十 发货 平时 慢 两天 快递 员 特别 负责 物流 很赞,1
659,月初 买 便宜 京东 放心 买 没想到 物流 方面 弄 太 愉快 还好 客服 都 及时处理 迅速 电脑 本身 总体 好评,1
660,苹果电脑 没有 卡顿 现象 起来 超级 爽 薄 轻 续航 时间 强 赠送 电脑包 一级 棒,1
661,电脑 收到 真的 很快 想 买 终于 狠下心来 买 价格 实惠 质量 不错 服务 非常 满意 好评 满分,1
662,收到 整体 来说 满意 还 没有 开机 测试 相信 品牌 价值 售后服务 后续 跟进 反馈,1
663,买来 送人 没有 打开 送 套子 送 朋友 小孩 大学 晓得 配置 够不够 看着 好看 就行了 顺便 特地 表扬 京东 快递 小哥 每个 态度 都 超级 物流 现在 好多 东西 都 线下 卖,1
664,东西 非常 苹果 东西 质量 美观 都 双向 完美 京东 一如既往 速度 非常 这款 地方 便宜 京东 价格 确实 优惠 还 送 转接头 读取 USB 存储 功能 两天 物流 有点 慢 不太 准时,1
665,显示 效果 亮度 颜色 清晰 请   运行 速度 拿到 手 晚上 试机   音质 音质 声音 感觉 大着   电池 续航 刚用 几天 看看 效果 几天 追加 评 颜色   特色 没有 拿到 手 没有 失望 值 观察 几天 追加 评论,1
666,第一次 买 苹果电脑 感觉 还 不错 电脑 都 薄 屏幕 颜色 觉得 不错,1
667,今天上午 10 点半买 下午 真心 拆开 暂时 没什么 问题 激活 日期 现在 满意 几个 数码 电子 大件 都 京东 买 希望 京东 越来越,1
668,相当 相当 意外 电子产品 都 源于 京东 值得 信赖 666 完美 玩儿 还 熟悉,1
669,东西 配置 不高 合适 正品 编辑 视频 剪辑 照片 音乐 都 不错 win 电脑 好用,1
670,太棒了   物流 超级   上午 买 晚上 期待 期待   期待 久 终于 买 到手   本来 想 买   天天 看 电脑 实在 忍不住   买 电脑 一桩 心事   快递 小哥 非常,1
671,关注 好久 终于 下决心 买 孩子 学习 苹果 产品质量 信任 还 担心 普通 快递 送货 看到 京东 小哥 送 放心 包装 绝对 保障 看到 心心念念 东西 开心 特意 放 音乐 视频 看看 音效 不错 配置 够用 喜欢,1
672,不错 不错 段时间 电脑 毕竟 没用过 苹果 系统 生疏 段时间 追评,1
673,配上 256g tf 卡省 几千 完美 煲剧 下棋 lol 办公 i7 i5 帧 数 稳定,1
674,挺 昨天晚上 点多 下单 今天下午 点多 收到 晚上 就查 序列号 保修 一年 没有 问题 而设 屏幕 非常 清晰,1
675,宝贝 收到 迫不及待 拆开 效果 真的 水果 浪得虚名 速度 操作 简单 方便 颜值 爆表,1
676,种草 好久 正好 赶上 双十 优惠 想 都 没想 买 真的 超级 棒 速度 界面 干净 没话说 资深 果粉,1
677,挺   关注 很久   做 活动 赶紧 买   拿到 手 迫不及待 打开   画面 清晰   质量,1
678,电脑 不错 颜值 高     性能 非常 流畅 真的 物超所值 价格 亲民 挺不错 苹果电脑 好用,1
679,开箱 美美 哒 先 试用 一段时间 最近 太忙 都 没 时间 试机 颜值 真的 杠杠 没话说,1
680,刚刚 收到 两天 还 熟悉 没 问题 查过 序列号 所有 都 新 全新 满意 希望 耐用 附 一张 图,1
681,苹果 本本 不错 滴 非常 薄 开机 快速 手感 很棒 比官 网 便宜 当天 订 第二天 递给 力,1
682,当天 下单 当天 下午 到货 速度 晚上 激活 感觉 不错 非常 棒 明白 选项 直接 解答 非常 人性化,1
683,半个 月 真心 不错 第二天 降价 七百 找 客服 立刻 补 差价 简直 太爽 键盘 码字 感觉 特别 爽 手感 不错 值 性价比 高,1
684,星 好评 买 看 评论 一堆 差评 担心 质量 问题 买回来 忙 第三天 激活 都 运行 速度 包装 苹果 客服 联系 质保 一年 没有 问题 工作 原因 买 一台 笔记本 一台 一体机 先 做 笔记本 拆箱 检查和 激活 比官 网 便宜 城 第二天 方面 说 绝对 买 没有 问题 凭良心 评价 推荐 购买 有实 拍图,1
685,喜欢 苹果电脑 外观 真的 太 好看 Mac 系统 还 需要 熟练 一段时间 运行 速度 很快,1
686,笔记本 非常 完美 玩 正在 下载 软件 下午 百分之三十,1
687,不错 满意 外观 精致 质感 速度 很快 推荐 购买 信赖 京东 发货 真心 发票 正规 不错,1
688,物流 很快 当天 订购 当天 到达 还 担心 原装 发现 多心 全新 电脑 一股 新 机器 味道 外观 大气 起来 舒畅,1
689,老公 看 考 几天 终于 选择 款 大爱 苹果 家 东东 最棒 超薄 超轻 很拉风,1
690,特色 挺 高级 物流配送 速度 很快 非常 满意 外形 外观 挺 好看 轻薄 程度 挺 薄,1
691,京东 买 两台 苹果 笔记本 拆封 质感 蛮 蛮 轻薄 适合 出差 外带 感受 追评 物流 很快 师傅 服务 赞,1
692,本来 网购 电脑 担心 快递 拿到 看 包装 完整 开心 这是 第一次 京东 购物 目前 满意 用后 追评,1
693,做 活动 直接 下单 实惠 系统 还 熟练 毕竟 习惯 windows 需要 适应 一段时间 说 续航 真的 力 购物 下单 送货 赞 没 毛病,1
694,非常 喜欢 电脑 到手 轻薄 养眼 办公 积极 苹果 手机 平板 这回 齐活 好评,1
695,苹果 系统 习惯 熟悉 发现 真的 方便 运行 速度 特别 价格比 官网 便宜 京东 物流 准时 非常,1
696,轻薄 很漂亮 流畅 系统 暂时 还 没 习惯 需要 学习,1
697,很棒 一款 笔记本 序列号 验证 正品 全新 机 实体店 优惠 非常 满意 送给 儿子 生日礼物 简直 高兴 坏,1
698,京东 不错 相信 京东 日常生活 中 用品 都 京东 买 放心 速度 一句 话 京东 值得 信赖 言归正传 笔记本 刚用 颜值 高 非常 喜欢,1
699,电脑 产品 介绍 中 外观 看起来 力 物流 很快 当天 下午 买 第二天 送到 苹果电脑 起来 方便 熟练 操作 工作 起来 高效 满意 网购 网购 还 选择 京东,1
700,轻薄   方便   家里 晚辈 大学 买 升学 礼物 小朋友 喜欢,1
701,真心 不错 昨天 提前 会员 喜欢 京东 都 愿意 实体店 兄弟 考虑 品质 第一,1
702,这是 第二次 购买 air 第一次 苹果 官网 原价 买 屏幕 里 家伙 踢 地上 摔 变形 强迫症 患者 实在 无法控制 忍受 二手 卖掉 这次 双 看到 京东 特价 6898 入手 定制 版 i7 处理器 真的 感觉 太 划算 果断 入手 一早 小哥 送到 家里 满足 ing,1
703,货 收到 第一次 苹果 目前 还 熟悉 系统 中 东西 现在 还 慢慢来 外观 看起来 超级 棒 超级 薄 包装 非常 物流 速度 超快 服务态度,1
704,苹果 本本 外观 精致 还 没 来得及 打开 电脑 i7 处理器 很多年 几天 追加 评价 性能 买 年 延保,1
705,挺 款 新手 来说 肯定 够用 老公 有个 最新版 pro 起来 真是 天壤之别 打电话 苹果 官网 验货 绝对 没 问题 放心 购买 剩下 需要 慢慢 钻研,1
706,都 苹果 办公 稳定性 真的 windows 强 2005 年 pro 太久 固态 都 坏 一块 电脑 好好 继续 选择 苹果,1
707,办公 神器 mac 系统 真的 win 强 都 说 二手       没 遇到 问题 官网查 全新 未激活 保修 一年 没 问题,1
708,京东 京东 产品质量 认定 京东 买 京东 后悔 苹果 系统 真的 不太好 改了 10 客服 耐心 讲解 更改 系统 服务 到位 贴心,1
709,运行 速度 速度 很快 屏幕 效果 效果 挺 轻薄 程度 还 薄,1
710,非常 之好 系统 流畅 办公 起来 很棒 价格 双十 一买 现在 少 一千元 非常 满意,1
711,外观 超薄 设计 非常 漂亮 起来 非常 方便 屏幕 看起来 不累眼,1
712,第一次 mac 昨天 拆 无论是 系统 手感 都 挺好用 满意 用惯 windows mac 一段时间 适应 表示 真心,1
713,第二次 买 去年 买 小心 磕 卖掉 非常 颜值 高 看重 颜 工艺品 升级 款 1.8 赫兹,1
714,设计 轻薄 起来 苹果 系统 需要 习惯 一段时间 办公 影音 还 不错,1
715,从用 京东 购物 网站 看中 京东 卖 正品 京东 plus 会员 定要 良心 评 京东 超市 再也 不用 京东 秒杀   电商 平台 价格 实体店 便宜 所有 产品 满分 服务 满分 售后 满分 物流 满分 特别 说 -. 物流 速度 真的 很快 上午 买 下午 送到 问题 解决 问 喜欢 京东 买 东西 送货 速度 售后 包装 令人满意 京东 logo 包装袋 纸盒 完 纸盒 纸箱 还 利用 重点 产品 真的 非常 每次 打开 包装 都 惊艳 高 ....   保质期 都 新鲜 京东 购物 这么久 没有 次 失望 每次 评价 都 全 五分   整个 购物 过程 非常 满意 体验 无论是 服务 产品 本身 都 满意 我会 推荐 朋友 京东 购物 希望 推出 优惠 京东 第三方 平台 非常 给力 第三方 商家 东西 都 信任 京东 平台 非常 可靠 京东 后台 管理 所有 电商 平台 榜样 满意 次 购物 继续 买买 { 期待 折扣,1
716,包装 不错 保护 电脑 注册 时得 点击 力度 点 千万别 学 网上 教程 客服 指导 册得 挺好用 买 玩玩,1
717,外观 良好 激活 正常 买回来 办公 电脑 非常 轻薄 手感,1
718,不错 产品 非常 喜欢 顺手 超薄 隐形 哈哈哈 非常 方便,1
719,本本 不错 喜欢 担心 翻新 机 网上 说 验证 电池 次数 次 序列号 官网 查询 质保 期 起始 时间 购买 日期 产品 没 问题 几天 空 苹果 售后 查验 问题 更新 评价,1
720,公司 活动 采购 颜值 非常 高 非常 奶思 喜欢 朋友 犹豫 赶紧 下手,1
721,物流 速度 很快 昨天晚上 买 早就 到货 还 没有 品牌 日 活动 力度 正好 开 视频 缺个 电脑 苹果 外观 时尚 首选,1
722,说 京东 品质 值得 信赖 去年 买 iphone   昨天 买 电脑 查 序列号 滴 正品 买 假货 这下 放心 电脑 特别 轻薄 大小 合适 重点 颜值 高 快递 直接 送到 家门口,1
723,电脑 一件 艺术品 超薄 觉得 没有 品牌 还 没有 期待 效果,1
724,不错 质感 运行 不卡顿 学 起来 简单 容易接受 新 操作系统 iOS,1
725,刚买 MAC   想 买 很久很久 终于 买 喜欢 喜欢 喜欢 哈哈哈   好开心 现在 正在 疯狂 画 重点 哈哈哈 补 功课,1
